"","titles"
"4854","Televue Delos 17.3mm (reduced)"
"4855","8mm TV Delos"
"4856","Televue Eyepieces"
"4857","Televue Nagler 7mm type 1"
"4858","CELESTRON 2"" EYEPIECE KIT"
"4859","Televue Nagler"
"4860","Meade collection of eyepieces and barlows"
"4861","100 deg ES 9mm"
"4862","Panoptic 24 Pair"
"4863","Baader Hyperion Mark III 8-24mm Clickstop Zoom Eyepiece"
"4864","1.25"" TAL Super Plossl - 45° FOV"
"4865","ES 20mm 68 FOV"
"4866","Meade MWA Eyepieces and 2"" Diagonal"
"4867","Nagler 2.5mm"
"4868","Meade 12.4mm Plossl Pair For Binoviewers"
"4869","7mm Ortho volcano top made in Japan, free shipping"
"4870","Explore Scientific 11mm 82FOV"
"4871","University Optics...55mm plossl and 32mm Konig"
"4872","Volcano Top eyepieces"
"4873","Televue T2 Nagler Five Plossls"
"4874","Volcano Tops Kellners Japan"
"4875","Explore Scientific 18mm"
"4876","Lower:  STELLARVUE 3.6mm OPTIMUS EYEPIECE – Excellent!"
"4877","LNIB Televue Nagler 7mm"
"4878","Tele Vue 13 mm Nagler T6 Eyepiece"
"4879","Celestron Corrector/Reducer"
"4880","zhumell planetary eyepiece complete set"
"4881","ES 30mm 82*"
"4882","Orion 30 MM Ultrascopic and Parks 30 MM Gold (SOLD)"
"4883","Brandon 32 MM 50th Anniversary Edition Pair"
"4884","Meade Research Grade 7mm Orthoscopic with box"
"4885","Nice vintage .965 eyepiece lot. All made in Japan."
"4886","Russell Optics 2in 56mm Super-Plossl w/ bolt case"
"4887","Vintage Meade Series 4000 Super Plossl 40mm 1 1/4"
"4888","Meade HD-60, Agena SWA, Celestron Ultima LX"
"4889","Televue Delos Eyepiece"
"4890","Tele Vue 8mm plossl"
"4891","ES, Televue, Orion, GSO and Zhumell"
"4892","30mm 2"" GSO Widefield Erfle by Skyline"
"4893","Unusual Volcano Top 13mm 1.25"" Ramsden Eyepiece"
"4894","Tele Vue 4.8mm Nagler Smoothie"
"4895","Sky Watcher Sky Panorama 82deg eyepiece kit"
"4896","Televue 11mm Nagler Type 6 with caps, papers, box 215.00 !"
"4897","Televue 9mm Nagler Type 6 with caps, box 215.00 !!"
"4898","Televue 16mm Nagler Type 5 with caps, papers, box 215.00 !!"
"4899","16mm T5 TeleVue Nagler (LNIB)"
"4900","Nagler 16T5"
"4901","TELEVUE 8mm DELOS"
"4902","*REDUCED* Binoviewer Eyepieces"
"4903","Meade MA 12mm Astrometric Illuminated Reticle eyepiece"
"4904","Eyepieces, barlows, and other simple goodies most vinatge"
"4905","ES 24mm 68 degree Eyepiece"
"4906","ES 40 mm 68 deg 2"" eyepiece"
"4907","8-24 Zoom (Generic)"
"4908","BAADER MARK IV ZOOM (LNIB)"
"4909","Orion Stratus 17mm & 5mm"
"4910","17mm Hyperion Eyepiece, Like new in Box - REDUCED"
"4911","21mm 1.25"" Illuminated Reticle Crosshair Eyepiece"
"4912","Pair of Televue Delite 5mm eyepieces"
"4913","Televue plossls ( Japan)"
"4914","Celestron 93230 1.25"" 8-24mm zoom eyepiece"
"4915","Meade super plossl eyepiece set"
"4916","Nagler 7mm"
"4917","Explore Scientific 4.7mm Argon Purged."
"4918","Celestron 26mm Halloween  Plossl 1.25"""
"4919","Meade 4000 32mm SWA"
"4920","Vixen NLVW 30mm 65 degree 2 inch eyepiece"
"4921","Nikon HW 12.5"
"4922","Leica Televid 20x eyepiece with custom APM 2"" adapter"
"4923","TMB/Burgess Planetary 6mm & 5mm"
"4924","Aluminum Eyepiece and Accessory Case"
"4925","WTB local pickup central Texas eyepiece(s) 6-20mm"
"4926","Celestron X-Cel LX or Meade HD-60 7mm/6.5mm"
"4927","Rare Meade .965"" pair - Japan"
"4928","Excellent no name 28mm plossl"
"4929","13mm Tele-Vue Nagler T1 smoothie."
"4930","Orion (Vixen) Superwide/LVW 3.5mm SALE PENDING"
"4931","Vixen Lanthanum Wide 13mm 65° - 1.25"" EP"
"4932","Agena Starguider Dual ED 18mm Eyepiece"
"4933","10mm Tele Vue Radians"
"4934","Meade 1.25"" series 5000 4.7mm uwa"
"4935","Antares Speers Waler Zoom 5-8"
"4936","Televue Nagler 22mm Type 4 Eyepiece"
"4937","Televue Nagler 17mm Type 4 Eyepiece"
"4938","Televue Nagler 12mm Type 4 Eyepiece"
"4939","Celestron 25mm E Lux plossl"
"4940","Celestron 15mm Axiom"
"4941","Celestron  Ultima 7.5mm"
"4942","Pentax 10XW"
"4943","26mm Orion Q70 Wide-Field Telescope Eyepiece"
"4944","Siebert Observatory 2 inch 36mm"
"4945","Televue Nagler 31 type 5 - excellent condition low use"
"4946","WTB: TV Eyeguard extender"
"4947","Meade 8.8mm UWA Series 4000 Japan smoothie"
"4948","Meade 26mm Series 4000 Super Plossl"
"4949","Meade 12.4mm Series 4000 Japan smoothie"
"4950","Televue DELOS 8mm  MINT...!"
"4951","0.965 inch EP"
"4952","12mm TeleVue Nagler Type 4"
"4953","Televue smoothie plossls circle NJ circle R"
"4954","TeleVue DeLite 5mm"
"4955","Meade 4000 super plossl and QX"
"4956","Pentax XL 5.2mm"
"4957","Zhumell 16mm 100 degree eyepiece z100 2 inch"
"4958","Orion Sirius 25mm Vixen 20mm npl Eyepieces"
"4959","Tele Vue eyepieces and Barlow"
"4960","TeleVue 21mm NJ smoothie"
"4961","Televue 35mm Panoptic & Nagler 22mm Type 4"
"4962","Zhumell GSO 1.25 Inch Eyepiece and Filter Super Kit"
"4963","Meade 26mm plossl Smoothie pair. Made in Japan!"
"4964","Tele Vue Naglers, 9mm, 11mm Smoothie, and 16mm T5"
"4965","Tele Vue 15mm, 20mm Plossls, Made in Japan!"
"4966","HighPoint 42mm SuperView 2"""
"4967","Leica Microscope Eyepiece Pair"
"4968","Tele Vue 20mm plossl eyepiece"
"4969","Orion Stratus 13mm Wanted to Buy"
"4970","Explore Scientific 82º 18mm 2"" eyepiece"
"4971","Explore Scientific 82º 6.7mm eyepiece"
"4972","UO HD Or 18mm"
"4973","3-Sears Color-Coded Eyepieces .965"
"4974","Explore Scientific 2"" 25mm 100 Degree Series Eyepiece"
"4975","RKE 8mm pair, 15mm"
"4976","Orion HighLight Plossl 1.25"" Telescope Eyepieces - REDUCED!!"
"4977","WANTED: 32mm GSO Plossl"
"4978","TeleVue Ethos 17mm eyepiece free shipping"
"4979","Celestron 1.25"" Regal ED Zoom Eyepiece For Spotting Scopes and Telescopes"
"4980","Orion 25mm Plossl - brand new"
"4981","Tele Vue 13mm Ethos"
"4982","4.7mm ES 82"
"4983","Orion Sirius Plossl 25mm multi coated"
"4984","Sterling Plossls 1.25"" 25mm, 17mm, 12.5mm"
"4985","Televue Radian 3mm"
"4986","Orion 32mm Q70Super Wide Angle Eyepiece"
"4987","Mod3-c monocular"
"4988","full set of ortho and one EL old"
"4989","Sterling 25mm plossl"
"4990","30mm Ultima Eyepiece"
"4991","case and 7 eyepieces  (SOLD)"
"4992","Jason .965 Eyepieces (2) - Japan"
"4993","TeleVue 7.4mm Plossl"
"4994","Celestron X-Cel 18mm"
"4995","Celestron X-Cel LX 5mm"
"4996","Looking for a TV 40mm plossl with caps and box"
"4997","Celestron 32 Erfle (Japan)"
"4998","Televue 32mm Plossl"
"4999","New Meade's HD-60 1.25 FULL SET EYEPIECES with Case"
"5000","5mm Baader Hyperion eyepiece"
"5001","Tele Vue 9 Nagler Type 1 Japan"
"5002","Explore Scientific ES82 or ES68 Eyepieces"
"5003","Celestron X-CEL LX 1.25"" 2.3mm Eyepiece"
"5004","A decent 7mm-9mm 60°-68° eyepiece"
"5005","Pentax XF 6.5-19.5mm Zoom Eyepiece."
"5006","Orion Ultrascopic 3.8mm and 5mm Illuminated Eyepices"
"5007","8.8, 6.7 and 4.7 ES 82s"
"5008","Vixen K28mm Eyepiece Barrel: 0.965"""
"5009","14mm ES 82"
"5010","30mm ES 82"
"5011","Celestron Zoom 8mm-24mm Like New"
"5012","Orion 1.25 eyepieces , Barlow, moon filter"
"5013","Tele Vue 18.2mm DeLite - Like New"
"5014","Carl Zeiss TMB 25mm Aspherics ***LAST ONES***"
"5015","Polarex - Pollux Er. 20mm eyepiece Barrel 1.25"""
"5016","Mizar Guiding Eyepiece k12mm Barrel 0.965"" - excellent"
"5017","Lichtenknecker Wide Field 17.5mm eyepiece - 30mm barrel"
"5018","Lichtenknecker Ortho 8mm eyepiece - 30mm barrel"
"5019","Unused Baader 2"" Clicklock AP Clamp 2.7"""
"5020","Celestron X-Cel LX Eyepieces and Barlow"
"5021","ORION 7-21mm ZOOM  INCLUDES SHIPPING"
"5022","BADDER MARK III CLICKSTOP ZOOM  INCLUDES SHIPPING"
"5023","Very Rare Galoc eyepieces"
"5024","12mm starguider duel Ed"
"5025","ZAO I 6mm"
"5026","celestron 9mm and 15mm eyepieces"
"5027","Takahashi 1.25"" diagonal with compression for eyepiece"
"5028","Clavé Paris, 30mm eyepiece - 1.25"" (31,7mm) barrel - excellent"
"5029","Original Celestron circle V 7mm volcano top orthoscopic eyepiece"
"5030","32mm Plossl 1.25"" eyepiece GSO"
"5031","Celestron Volcano Top 25mm Kellner made in Japan 1.25"""
"5032","NVD Micro Gen3 night vision monocular"
"5033","TeleVue DeLite 5mm Eyepiece"
"5034","Very Nice 2"" TeleVue 41mm Panoptic Eyepiece"
"5035","Baader Hyperion Universal Mark IV Zoom 8-24 - BNIB"
"5036","Explore Scientific 16mm ES68"
"5037","Parks GS-5 35mm"
"5038","Celestron Ultima 30 (Japan)"
"5039","TV 32mm plossl ( japan)"
"5040","WANTED - Eyepieces for binoviewing"
"5041","American Optical HIGH QUALITY 15X WF Eyepiece"
"5042","Sears Blue Color Eyepiece HM9MM .965 JAPAN"
"5043","25MM Ortho .965 Shipped Price"
"5044","Zeiss Jena 10mm Ortho (.965) NEAR MINT"
"5045","Agena SWA 32mm 70-degree 2"" Eyepiece"
"5046","Baader Hyperion Universal Zoom Mark IV 8-24mm EP Eyepiece NM"
"5047","NM Televue 31mm Nagler Type 5 2-inch EP Tele Vue One Owner (PRICE DROP)"
"5048","Carl Zeiss Jena 25mm Ortho"
"5049","Celestron 2x barlow"
"5050","Celestron 40mm EP with caps and box"
"5051","Eyepiece Sale"
"5052","13mm Ultima Duo Eyepiece"
"5053","Eyepiece Pairs"
"5054","Celestron Luminos 2.5X 2""Barlow"
"5055","9mm 120 degree Explore Scientific eyepiece"
"5056","Edmund RKE set"
"5057","Meade QX wide 26mm eyepiece"
"5058","Collection of Meade MA eyepieces"
"5059","TeleVue 24mm Panoptic In Excellent Condition"
"5060","Televue 31mm Nagler, Type 5, excellent condition"
"5061","Meade 7mm RG ortho"
"5062","Trade or Buy: my Pentax XO 5mm for your ZAO II 6mm"
"5063","Tele Vue 2.0x Powermate 2"""
"5064","Carl Zeiss Jena Eyepiece 25MM"
"5065","Celestron Silver Top - 7.5mm Plossl"
"5066","University Optics classic - professional series 16mm Konig"
"5067","Optica b/c Circle T 18mm Volcano Top Ortho"
"5068","UO 9mm Ortho - Circle T - volcano top"
"5069","Two Celestron EPs and 1.25"" diagonal"
"5070","13mm type 6 nagler"
"5071","Orion 20mm Illuminated Centering Eyepiece"
"5072","Televue 32mm Plossl and Burgess SWA 20mm - PRICE REDUCED"
"5073","Vixen LV 40mm"
"5074","Pentax SMC XW5 eyepiece"
"5075","TeleVue 40m/m plossl smoothie 1.25 inch eyepiece"
"5076","WIDE FIELD EYEPIECE WANTED"
"5077","LOOKING FOR OLD STYLE VIXEN LANTHANUM EYEPIECES"
"5078","For Sale TeleVue 35mm Panoptic Eyepiece"
"5079","GSO/Zhumell Wide Field 30mm, 9mm, laser collimator"
"5080","TeleVue 13mm Nagler"
"5081","TeleVue 3mm-6mm Nagler Zoom"
"5082","Sold-TeleVue Ethos 10mm 100 degree"
"5083","Cel Accessory Kit"
"5084","televue delos 12mm"
"5085","Orion 25mm Sirius Plossl"
"5086","Vixen SLV 1.25” 20mm Eyepiece - NIB"
"5087","LIKE NEW-Explore Scientific 6.7mm 82° Series Waterproof Eyepiece"
"5088","Televue 7.4mm plossl (circle NJ)"
"5089","Televue 24mm Panoptic"
"5090","Tele Vue 18.2mm DeLite - Like New"
"5091","WTB Televue Delite 9mm"
"5092","Vintage Celestron Orange Tube Era 12.5mm Illuminated Eyepiece"
"5093","Carl Zeiss 25mm ortho eyepeices in pairs"
"5094","WANTED University optics 25 mm ortho and 28 mm Meade RG ortho"
"5095","wanted meade 4.7mm"
"5096","meade qx 26mm wide angle ep"
"5097","Van Slyke Instruments 2"" extension tube"
"5098","Original Celestron circle V 7mm volcano top orthoscopic eyepiece"
"5099","Original made in Japan Celestron 9mm volcano top orthoscopic"
"5100","Original Celestron Vixen 45mm Silver Top Plossl rare"
"5101","wanted sterling plossl 6mm"
"5102","University Optics Zebra 25 mm Plossl (Rare)"
"5103","40 mm Orion Highlight Plossl"
"5104","Lower price:  12.5 mm Orion Highlight Plossl"
"5105","wanted meade uwa 5.5"
"5106","TV 27mm Panoptic - Excellent"
"5107","AstroTech Paradigm eyepieces-set of six"
"5108","TMB Planetary II"
"5109","7mm Nagler type 6. Great Condition"
"5110","Celestron 9mm Omni Plossl - Like New"
"5111","looking for budget planetary 5mm eyepiece"
"5112","Like New TeleVue 24mm Panoptic"
"5113","31 Nagler"
"5114","Looking for non-illuminated crosshair eyepiece, 1.25"", 20-25mm"
"5115","Explore Scientific 11mm 82-degree Eyepiece"
"5116","Measde 6.4mm Super Plossl (Japan)Eyepiece"
"5117","Tele Vue 7mm Type 1 complete w box Japan"
"5118","Sirius 25mm Plossl in Box"
"5119","Televue 7mm Nagler"
"5120","Meade 8-24mm Series 4000 Zoom Eyepiece"
"5121","Parks 20mm Silver Series Plossl Eyepiece, like new"
"5122","Full Set of University Optics Japan Eyepiece and Two TMB Planetaries"
"5123","Collectable Nagler 13mm Type 1 w/ Box"
"5124","Kellner 25MM Shipped"
"5125","Original Tele Vue Smoothie 4.8mm Nagler made in Japan"
"5126","Original Tele Vue 2"" 40mm Wide Field Smoothie made in Japan"
"5127","Set of Five Celestron Silver Top Plossl 1.25"" Eyepieces"
"5128","wanted celestron ultima 5mm"
"5129","search for meade 6.4/6.7"
"5130","Explore Scientific 2"" 82 & 100 degree eyepieces"
"5131","Tele Vue Paracorr Type 2"
"5132","8.3mm Siebert Ultrawide"
"5133","Takahashi LE 30mm"
"5134","Televue Equalizer"
"5135","Agena StarGuider Dual ED Eyepieces - Set of 5"
"5136","Three good eyepieces for outreach and star parties"
"5137","celestron 2"" eyepiece filter set"
"5138","Pentax O6, O18, XP3.8 [price lowered]"
"5139","Two Televue 22mm Panoptic Eyepieces"
"5140","Tele Vue 20mm Nagler Type 5 Eyepiece"
"5141","Meade MA40 MM Brand New"
"5142","Mint collectible Nagler 2-4 zoom"
"5143","Televue Nagler rare 2-4 zoom, NEAF BLEM"
"5144","Ethos 21MM Eyepiece - Excellent Caps no Box"
"5145","WANTED: TeleVue 40mm plossl in VGC!"
"5146","Teleskop-Service branded 16mm 82o UWAN"
"5147","Explore Scientific 100* Series 5.5mm Eyepiece"
"5148","WANTED: Nagler 9mm"
"5149","WTB Meade 5000 WP UWA 5.5mm and 8.8mm EPs"
"5150","Garage sale these gotta go."
"5151","TV smoothie Plossl 21"
"5152","Crossaim Illuminated Eyepiece"
"5153","X-Cell 7mm Eyepiece"
"5154","UNIHEX"
"5155","LNIB Tele Vue Nagler 17mm Type 4"
"5156","TV 12mm Nagler type 2"
"5157","Original 7mm Nagler"
"5158","Leica 16x-16 eyepiece, 1.25"" barrel"
"5159","Carl Zeiss Jeana micrometer eyepiece in original oak box"
"5160","CArl Zeiss Jena H-40 eyepiece"
"5161","Tele Vue DioptRx 1.75"
"5162","Edmund Scientific 28mm RKE"
"5163","Celestron X-Cel LX 7mm 1.25"" Eyepiece"
"5164","Baader Hyperion mark iii zoom 8-24mm"
"5165","GSO 32mm plossl 1.25"""
"5166","Ultima box/eyecup Celestron"
"5167","Antares 7.3mm Speers-Waler Eyepiece"
"5168","ES82 11mm"
"5169","Eyepiece caddy for your Dob - 5 x 1.25"" eyepieces"
"5170","Siebert 36mm or 34mm OB eyepiece"
"5171","Tele Vue 2mm-4mm Nagler Zoom Eyepiece"
"5172","Explore Scientific 5.5mm 100 Degree Eyepiece"
"5173","Televue and other eyepieces"
"5174","35mm Orion DeepView"
"5175","Carl Zeiss Jena O-10"
"5176","Denkmeier 21's Pair"
"5177","Brand new Vixen SLV 9mm eyepiece"
"5178","AstroTech Paradigm ED 18mm 1.25"" EP"
"5179","Vixen LV zoom 8-24mm 1.25"" EP Japan"
"5180","Baader Mark III Zoom 8mm-24mm"
"5181","Pair of 32 mm Plossl eyepieces for binoviewer"
"5182","Televue Nagler Zoom 3mm-6mm"
"5183","Televue Zoom 3 to 6 mm"
"5184","TMB Optical SW 8mm Planetary II - Caps & Box"
"5185","Original Tele Vue 10.5mm smoothie Plossl 1.25"" made in Japan"
"5186","Leica Zoom Eyepiece 25-50X ASPH/+adapter"
"5187","Garrett Optical 38mm 2"" SWA"
"5188","Ultima Duo Eyepieces"
"5189","22mm Panoptic"
"5190","Celestron circle V 18mm Ortho. Collector condition"
"5191","TMB 10mm Supermono. Mint with box"
"5192","Meade 40mm Eyepiece .965"" size"
"5193","Vixen 8-24mm LV-Zoom"
"5194","Celestron 2"" Eyepiece & Filter Accessory Kit"
"5195","Orion 2.5mm Lanthanum Planetary Eyepiece,(Japan)"
"5196","Meade Super Plossl & Orion Expanse"
"5197","Meade 26mm Smoothie - reduced"
"5198","Astro Tech Paradigm 12mm Binoviewer Pair"
"5199","Astro Tech Paradigm 8mm Binoviewer Pair"
"5200","WTB: inexpensive 32mm 1.25"" Plossl 50° AFOV"
"5201","5 pack of eyepieces ALL for $75 shipped (CONUS)"
"5202","2 Meade Research Grade Eyepieces"
"5203","100 degree 20mm Explore Scientific--SUPER WIDE VIEWS"
"5204","12.5 and 18mm BGOs"
"5205","Meade 6.7mm Smoothie Series 3000 made in Japan 1.25"" eyepiece"
"5206","Celestron Circle T made in Japan 6mm ortho eyepiece .965"""
"5207","Vixen AV30 Eyepiece - Very Rare"
"5208","Televue Smoothies"
"5209","Vixen NPL 25mm   with adjustable eyecup"
"5210","WTB Meade 5000 UWA 18mm EP"
"5211","Celestron X-Cel LX 25mm"
"5212","Eyepieces for sale"
"5213","WANTED: TeleVue Panoptic 24mm"
"5214","Baader Hyperion 68 Deg 8mm Eyepiece - Excellent!!"
"5215","Astro Hutech Fujiyama 4mm Ortho"
"5216","Wanted - Cheshire Collimating Eyepiece for Refractors"
"5217","Agena Starguider Dual ED 8mm Eyepiece"
"5218","Tele Vue Dioptrx"
"5219","Baader Hyperion 68 Deg 17mm Eyepiece - Excellent!!!"
"5220","Baader Hyperion 72 Degree 31mm Eyepiece - Excellent!"
"5221","Tele Vue Dioptrx 1.75"
"5222","Wanted Tele Vue Nagler 13mm T6 eyepiece"
"5223","WANTED - Meade 32mm Series 5000 HD60"
"5224","Meade 3000 25mm plossl"
"5225","Orion Q70 32mm 2"" eyepiece"
"5226","Meade MA40mm .965 Eyepiece #07115"
"5227","10mm Celestron Ultima Duo eyepiece"
"5228","Explore Scientific 82-Series 24mm 2"" Eyepiece"
"5229","TeleVue Smoothie 10.5mm plossl for sale!"
"5230","14mm Baader Morpheus"
"5231","WANTED!  Televue 26mm Nagler T5"
"5232","Unbranded Ultra Wide Angle 80 Degree AFOV 16mm 1.25"" eyepiece"
"5233","Excellent Oureach Eyepiece Set"
"5234","Vintage Edmund Scientific 27.5mm Kellner 1.25"" Eyepiece"
"5235","Celestron 15mm Luminos"
"5236","22mm Celestron/Vixen Silver Top Plossl"
"5237","9mm Ortho volcano top and a 3x Barlow"
"5238","Meade Super Plossls - 26mm, 15mm, 9.7mm"
"5239","Zhumell 16mm 100 degree wide angle"
"5240","2X Skywatcher planetary 58° UWA 7mm"
"5241","Celestron 21mm ULTIMA DUO 68 afov (1.25""/2"")"
"5242","Weekend Special LNIB - William Optics 20mm XWA"
"5243","Questar 80-160x Eyepiece Only"
"5244","ES 68 16mm"
"5245","WANTED: TeleVue 40mm plossl"
"5246","24mm Explore Scientific 68"
"5247","20mm William Optics XWA"
"5248","Brandon 24mm -- $120"
"5249","Wanted Siebert 36mm or 34 mm OB eyepiece"
"5250","Tele Vue 55mm NJ and Meade 56mm 1st gen RARE!"
"5251","At NEAF: Vixen LVW and Parks eyepieces"
"5252","20T2 Nagler"
"5253","Galoc 4mm Ortho 1.25"" - RARE"
"5254","2"" with crosshairs and LED"
"5255","Celestron Luminos 23mm"
"5256","celestron 2"" eyepiece filter set"
"5257","ZAO I 16mm"
"5258","22mm Type 4 Nagler"
"5259","Baader Hyperion Zoom 8-24mm Gen II"
"5260","26mm Celestron silvertop plossl"
"5261","Tele Vue 26mm Nagler eyepiece"
"5262","TeleVue and Astro Tech 1.25"" eyepieces minty in box"
"5263","Meade UWA series 5000 18mm, 82 degrees"
"5264","Meade UWA series 5000 14mm"
"5265","Russell Optics 19mm Super-Wide Konig XL Delrin body, 2"""
"5266","1.25 Meade Eyepiece Holder/Visual back for SCT"
"5267","Celestron 26 & 17mm Silvertops, early, Circle V"
"5268","Wanted - Televue Ethos 17"
"5269","Meade 9mm Ortho Circle T - JAPAN"
"5270","Meade Series 5000 HD-60 eyepiece 1 1/4"" 12mm"
"5271","Unitron Unihex eyepiece turret for telescope"
"5272","Baader Mark III / IV 8-24mm Zoom Eyepiece"
"5273","Meade 24mm UWA 82 degree, NEAF pickup"
"5274","Tele Vue 15mm Panoptic eyepiece"
"5275","Baader Hyperion 10mm"
"5276","PENDING TO RON...10 & 23mm Aspheric 62* 1-1/4"""
"5277","Bunch of Eyepieces - Cheap!!"
"5278","Wanted: Meade 32mm 5 lens Plossl Eyepiece"
"5279","Tele Vue Ethos 13 mm"
"5280","Explore Scientific 82 degree eyepieces(4.7 and 14mm)"
"5281","Knight Owl Plossls 4mm & 6mm"
"5282","TeleVue Original Series 26,17,10.4 & 7.4mm PL"
"5283","Orion Epic ED-2  9.5mm eyepiece"
"5284","WTS: Pentax Zoom eyepiece SMC"
"5285","WTS: Tele Vue Radian 14mm"
"5286","Vixen LV-Zoom 8-24"
"5287","Televue 11 mm Plossl (Japan) - Nice"
"5288","Carl Zeiss eyepiece and accessory box 19th century"
"5289","Garrett Optical 26mm 71 degree 2"" eyepiece REDUCED FREE S&H!"
"5290","University 16mm Konig Flat Top"
"5291","Vintage volcano top Celestron eyepieces & diagonal"
"5292","Meade 20mm 82 degree and MWA 10mm 100 degree"
"5293","WTB Sterling 25mm Plossl"
"5294","Celestron Luminos 10mm and 15mm"
"5295","Quite a big assortment of Japanese and Taiwanese oculars"
"5296","[Reduced] BNIB Nikon SW Eyepieces and 1.6x Extender"
"5297","Weekend Special - Docter 12.5mm UWA Eyepiece"
"5298","2 Eyepieces and a Barlow"
"5299","Retel Micrometer"
"5300","Celestron volcano top 16mm Erfle"
"5301","Brandon 32mm & 12mm"
"5302","Televue 20mm Plossl"
"5303","Carl Zeiss TMB 25mm Aspherics ***VERY RARE***"
"5304","5mm Volcano Top Ortho"
"5305","Volcano Top 12.5mm Ortho"
"5306","Celestron 30mm Ultima's. Two available. NEAF"
"5307","University 24mm Zebra Konig"
"5308","Meade 6.7mm Smoothie series 3000 plossl made in Japan"
"5309","Meade 16mm Series 3000 Smoothie made in Japan Plossl 1.25"""
"5310","REDUCED: Baader 13 mm Modular Eyepiece 68 degree FOV"
"5311","REDUCED: 100 degree Explore Scientific 20 mm and 14 mm Eyepieces"
"5312","ES 82 6.7mm (Ar-purged waterproof)"
"5313","Orion DeepView 28mm"
"5314","Garrett Optical 26mm 71 degree 2"" eyepiece"
"5315","Lunt XWA 20mm 100 degree - LNIB"
"5316","Early Celestron 12.5mm Ortho Wired Illumintated Reticle EP"
"5317","E.S. 30mm 70 degree 2"" eyepiece FREE S&H"
"5318","Meade 40mm Plossl Eyepiece Series 3000 made in Japan model"
"5319","Vixen 5mm orthoscopic eyepiece made in Japan"
"5320","Vixen 18mm Ortho Eyepiece made in Japan"
"5321","wanted televue plossl 7.4mm"
"5322","55mm Televue Plossl smooth barrell"
"5323","Very Nice Pentax XL 10.5 mm Eyepiece"
"5324","Like New TeleVue 40mm Plossl"
"5325","Celestron 23mm Luminos 82 degree EP"
"5326","Orion LaserMate Deluxe (original)"
"5327","Meade electronic eyepiece #902"
"5328","Garrett Optical SWA 72 degree series 2"", 1.25"" set FREE S&H"
"5329","Meade UWA 5000 series 20mm 82 degree REDUCED FREE S&H"
"5330","Wanted cheap 2in eyepiece"
"5331","pair of Zeiss 25x 30mm microscope eyepiece"
"5332","Celestron 25mm Plossl"
"5333","Wanted 5mm Nagler"
"5334","TELEVUE Ethos & Panoptic"
"5335","Celestron Luminos 15, 10 and 7mm 82*"
